豆粕,豆腐皮,豆腐丝（干）,豆腐丝（油）,腐竹,腐竹皮,黑豆（黑大豆）,黄豆（大豆）,黄豆粉,青豆（青大豆）,素虾（炸）,油炸豆花,枝竹,竹笋（白笋，干）,竹笋（黑笋，干）,大红菇（草质红菇）,冬菇（干，毛柄金线菌）,发菜,口蘑（白蘑）,蘑菇（干）,普大香杏丁蘑,普中红蘑,松蘑（松口蘑，松茸）,苔菜（苔条条浒苔）,香菇（干，香蕈，冬菇）,香杏片口蘑,羊肚菌（干,狼肚）,珍珠白蘑,紫菜,红果（干）,桑葚（干）,花生（炒）,肠（广东香肠）,肠（腊肠）,肠（松江肠）,火腿（熟）,酱汁肉,腊肉（生）,骆驼掌,牛肉干,猪胆肝,猪肉（脖子，猪脖）,猪肉松（福建式肉松）,猪肉松（老年保健肉松）,猪肉松（太仓肉松）,猪头皮,北京烤鸭,鸡（肉鸡，肥）,鸭（北京填鸭）,鸭（母麻鸭）,鸭皮,黄油渣,奶豆腐（鲜）,奶豆腐（脱脂）,奶疙瘩（奶酪干，干酸奶）,奶酪（干酪）,奶皮子,奶油（食用工业）,牛乳粉（强化维生素，多维奶粉）,酸酪蛋,鸡蛋蛋白粉,鸡蛋粉（全蛋粉）,鲍鱼（干）,蛏干（蛏子缢，蛏青子）,淡菜（干）,干贝,海参,墨鱼（干，曼氏无针乌贼）,鱿鱼（干，台湾枪乌贼）,辣椒（红尖，干）,花生仁（生）,花生仁（炒）,葵花子（生）,葵花子（炒）,葵花子仁,南瓜子（炒，白瓜子）,南瓜子仁,山核桃（熟，小核桃）,山核桃（干）,松子（生）
核桃（干，胡桃）,肠（香肠）,腊肉（熟）,咸肉,羊肉干（绵羊）,猪肉（肋条肉）,鸡蛋黄粉（蛋黄粉）,马铃薯片（油炸，油炸土豆片）,魔芋精粉（鬼芋粉南星粉）,松子（炒）,西瓜子（话梅）,西瓜子（炒）,西瓜子仁,杏仁,榛子（干）,榛子（炒）,鲮鱼（罐头）,鱼片干,芝麻（白）,芝麻（黑）
